userid,review,compound_score
10335,"Very useful app, helped me a lot.",0.4927
10336,"Excellent design, works smoothly.",0.5719
10338,Great customer support and easy to use.,0.8658
10339,"Excellent design, works smoothly.",0.5719
10346,Did not meet my expectations.,0.0
10348,"Excellent design, works smoothly.",0.5719
10349,"Excellent design, works smoothly.",0.5719
10350,"Very useful app, helped me a lot.",0.4927
10358,"Good experience overall, but UI can improve.",0.7003
10371,"Excellent design, works smoothly.",0.5719
10372,"Too many crashes, needs urgent updates.",0.2023
10374,"Too many crashes, needs urgent updates.",0.2023
10375,"Not satisfied with performance, too many bugs.",-0.3252
10376,"Average app, could use more features.",0.0
10384,Great customer support and easy to use.,0.8658
10389,"Too many crashes, needs urgent updates.",0.2023
10390,"Good experience overall, but UI can improve.",0.7003
10392,"Not satisfied with performance, too many bugs.",-0.3252
10393,"Too many crashes, needs urgent updates.",0.2023
10394,Did not meet my expectations.,0.0
10395,"Too many crashes, needs urgent updates.",0.2023
10400,"Good experience overall, but UI can improve.",0.7003
10401,"Not satisfied with performance, too many bugs.",-0.3252
10403,Did not meet my expectations.,0.0
10416,"Too many crashes, needs urgent updates.",0.2023
10418,Great customer support and easy to use.,0.8658
10426,"Affordable and reliable, worth it.",0.2263
10429,"Average app, could use more features.",0.0
10430,"Not satisfied with performance, too many bugs.",-0.3252
10443,"Too many crashes, needs urgent updates.",0.2023
10444,"Good experience overall, but UI can improve.",0.7003
10452,"Affordable and reliable, worth it.",0.2263
10454,"Affordable and reliable, worth it.",0.2263
10455,"Fantastic app, highly recommend!",0.7707
10456,"Very useful app, helped me a lot.",0.4927
10458,"Fantastic app, highly recommend!",0.7707
10459,"Average app, could use more features.",0.0
10466,"Fantastic app, highly recommend!",0.7707
10467,Great customer support and easy to use.,0.8658
10472,"Too many crashes, needs urgent updates.",0.2023
10474,Great customer support and easy to use.,0.8658
10479,"Excellent design, works smoothly.",0.5719
10480,"Excellent design, works smoothly.",0.5719
10482,"Fantastic app, highly recommend!",0.7707
10484,"Good experience overall, but UI can improve.",0.7003
10492,"Good experience overall, but UI can improve.",0.7003
10495,"Excellent design, works smoothly.",0.5719
10497,"Very useful app, helped me a lot.",0.4927
10499,"Fantastic app, highly recommend!",0.7707
10501,"Fantastic app, highly recommend!",0.7707
10502,"Very useful app, helped me a lot.",0.4927
10505,"Fantastic app, highly recommend!",0.7707
10507,"Fantastic app, highly recommend!",0.7707
10509,"Average app, could use more features.",0.0
10510,Great customer support and easy to use.,0.8658
10513,Great customer support and easy to use.,0.8658
10514,"Fantastic app, highly recommend!",0.7707
10516,Did not meet my expectations.,0.0
10518,"Excellent design, works smoothly.",0.5719
10520,"Average app, could use more features.",0.0
10524,"Excellent design, works smoothly.",0.5719
10528,"Fantastic app, highly recommend!",0.7707
10529,"Average app, could use more features.",0.0
10530,"Fantastic app, highly recommend!",0.7707
10532,"Fantastic app, highly recommend!",0.7707
10534,"Excellent design, works smoothly.",0.5719
10541,"Good experience overall, but UI can improve.",0.7003
10542,"Affordable and reliable, worth it.",0.2263
10545,"Affordable and reliable, worth it.",0.2263
10546,"Good experience overall, but UI can improve.",0.7003
10547,"Average app, could use more features.",0.0
10550,"Affordable and reliable, worth it.",0.2263
10551,"Affordable and reliable, worth it.",0.2263
10552,"Fantastic app, highly recommend!",0.7707
10554,"Fantastic app, highly recommend!",0.7707
10559,"Average app, could use more features.",0.0
10562,Did not meet my expectations.,0.0
10565,"Average app, could use more features.",0.0
10566,"Very useful app, helped me a lot.",0.4927
10570,"Very useful app, helped me a lot.",0.4927
10571,"Very useful app, helped me a lot.",0.4927
10573,"Affordable and reliable, worth it.",0.2263
10576,"Very useful app, helped me a lot.",0.4927
10577,"Not satisfied with performance, too many bugs.",-0.3252
10581,"Good experience overall, but UI can improve.",0.7003
10582,"Too many crashes, needs urgent updates.",0.2023
10584,"Average app, could use more features.",0.0
10589,"Good experience overall, but UI can improve.",0.7003
10590,"Average app, could use more features.",0.0
10594,"Very useful app, helped me a lot.",0.4927
10595,"Average app, could use more features.",0.0
10598,"Fantastic app, highly recommend!",0.7707
10599,"Excellent design, works smoothly.",0.5719
10600,Great customer support and easy to use.,0.8658
10602,"Fantastic app, highly recommend!",0.7707
10604,"Excellent design, works smoothly.",0.5719
10609,Did not meet my expectations.,0.0
10611,"Too many crashes, needs urgent updates.",0.2023
10613,"Affordable and reliable, worth it.",0.2263
10617,"Good experience overall, but UI can improve.",0.7003
10621,"Fantastic app, highly recommend!",0.7707
10623,"Very useful app, helped me a lot.",0.4927
10624,"Very useful app, helped me a lot.",0.4927
10630,"Excellent design, works smoothly.",0.5719
10635,"Excellent design, works smoothly.",0.5719
10636,"Good experience overall, but UI can improve.",0.7003
10640,"Good experience overall, but UI can improve.",0.7003
10642,"Average app, could use more features.",0.0
10645,"Average app, could use more features.",0.0
10647,"Good experience overall, but UI can improve.",0.7003
10651,"Too many crashes, needs urgent updates.",0.2023
10654,"Fantastic app, highly recommend!",0.7707
10663,"Excellent design, works smoothly.",0.5719
10666,"Affordable and reliable, worth it.",0.2263
10670,"Not satisfied with performance, too many bugs.",-0.3252
10673,"Very useful app, helped me a lot.",0.4927
10674,"Average app, could use more features.",0.0
10676,"Affordable and reliable, worth it.",0.2263
10677,"Excellent design, works smoothly.",0.5719
10680,"Too many crashes, needs urgent updates.",0.2023
10683,"Affordable and reliable, worth it.",0.2263
10686,"Affordable and reliable, worth it.",0.2263
10687,"Too many crashes, needs urgent updates.",0.2023
10688,"Very useful app, helped me a lot.",0.4927
10689,Did not meet my expectations.,0.0
10695,"Affordable and reliable, worth it.",0.2263
10698,"Affordable and reliable, worth it.",0.2263
10700,"Fantastic app, highly recommend!",0.7707
10702,"Good experience overall, but UI can improve.",0.7003
10705,Did not meet my expectations.,0.0
10709,"Fantastic app, highly recommend!",0.7707
10714,"Affordable and reliable, worth it.",0.2263
10716,Great customer support and easy to use.,0.8658
10718,"Very useful app, helped me a lot.",0.4927
10719,"Average app, could use more features.",0.0
10720,"Good experience overall, but UI can improve.",0.7003
10722,"Very useful app, helped me a lot.",0.4927
10723,"Good experience overall, but UI can improve.",0.7003
10724,"Not satisfied with performance, too many bugs.",-0.3252
10731,"Average app, could use more features.",0.0
10740,"Fantastic app, highly recommend!",0.7707
10742,"Average app, could use more features.",0.0
10744,"Not satisfied with performance, too many bugs.",-0.3252
10745,Did not meet my expectations.,0.0
10746,"Good experience overall, but UI can improve.",0.7003
10748,"Good experience overall, but UI can improve.",0.7003
10753,"Good experience overall, but UI can improve.",0.7003
10765,"Good experience overall, but UI can improve.",0.7003
10768,"Affordable and reliable, worth it.",0.2263
10772,Did not meet my expectations.,0.0
10773,"Too many crashes, needs urgent updates.",0.2023
10775,"Fantastic app, highly recommend!",0.7707
10777,"Excellent design, works smoothly.",0.5719
10779,"Average app, could use more features.",0.0
10780,"Excellent design, works smoothly.",0.5719
10790,"Very useful app, helped me a lot.",0.4927
10791,Did not meet my expectations.,0.0
10792,"Fantastic app, highly recommend!",0.7707
10795,Did not meet my expectations.,0.0
10800,"Very useful app, helped me a lot.",0.4927
10804,"Too many crashes, needs urgent updates.",0.2023
10805,"Average app, could use more features.",0.0
10806,"Good experience overall, but UI can improve.",0.7003
10813,Did not meet my expectations.,0.0
10815,"Good experience overall, but UI can improve.",0.7003
10817,Great customer support and easy to use.,0.8658
10818,Did not meet my expectations.,0.0
10822,"Not satisfied with performance, too many bugs.",-0.3252
10823,"Good experience overall, but UI can improve.",0.7003
10825,"Very useful app, helped me a lot.",0.4927
10827,"Fantastic app, highly recommend!",0.7707
10828,"Average app, could use more features.",0.0
10829,"Fantastic app, highly recommend!",0.7707
10830,"Excellent design, works smoothly.",0.5719
10835,"Very useful app, helped me a lot.",0.4927
10836,"Excellent design, works smoothly.",0.5719
10839,"Affordable and reliable, worth it.",0.2263
10840,"Good experience overall, but UI can improve.",0.7003
10841,Great customer support and easy to use.,0.8658
10848,Did not meet my expectations.,0.0
10865,"Good experience overall, but UI can improve.",0.7003
10870,"Fantastic app, highly recommend!",0.7707
10871,"Average app, could use more features.",0.0
10878,"Average app, could use more features.",0.0
10883,"Fantastic app, highly recommend!",0.7707
10887,Did not meet my expectations.,0.0
10893,"Too many crashes, needs urgent updates.",0.2023
10901,"Excellent design, works smoothly.",0.5719
10905,"Too many crashes, needs urgent updates.",0.2023
10906,"Fantastic app, highly recommend!",0.7707
10909,"Fantastic app, highly recommend!",0.7707
10911,"Good experience overall, but UI can improve.",0.7003
10912,Great customer support and easy to use.,0.8658
10913,"Fantastic app, highly recommend!",0.7707
10916,"Average app, could use more features.",0.0
10917,Great customer support and easy to use.,0.8658
10918,"Too many crashes, needs urgent updates.",0.2023
10919,"Excellent design, works smoothly.",0.5719
10921,"Not satisfied with performance, too many bugs.",-0.3252
10925,"Good experience overall, but UI can improve.",0.7003
10934,"Affordable and reliable, worth it.",0.2263
10935,"Fantastic app, highly recommend!",0.7707
10936,"Fantastic app, highly recommend!",0.7707
10937,"Too many crashes, needs urgent updates.",0.2023
10947,"Excellent design, works smoothly.",0.5719
10951,"Too many crashes, needs urgent updates.",0.2023
10952,"Average app, could use more features.",0.0
10954,Did not meet my expectations.,0.0
10957,"Affordable and reliable, worth it.",0.2263
10960,"Average app, could use more features.",0.0
10961,"Too many crashes, needs urgent updates.",0.2023
10962,"Fantastic app, highly recommend!",0.7707
10963,"Good experience overall, but UI can improve.",0.7003
10965,"Average app, could use more features.",0.0
10966,"Good experience overall, but UI can improve.",0.7003
10967,"Very useful app, helped me a lot.",0.4927
10969,"Good experience overall, but UI can improve.",0.7003
10973,"Not satisfied with performance, too many bugs.",-0.3252
10975,"Excellent design, works smoothly.",0.5719
10976,"Fantastic app, highly recommend!",0.7707
10989,"Not satisfied with performance, too many bugs.",-0.3252
10990,"Not satisfied with performance, too many bugs.",-0.3252
10992,Did not meet my expectations.,0.0
10995,Did not meet my expectations.,0.0
10997,"Very useful app, helped me a lot.",0.4927
11000,"Good experience overall, but UI can improve.",0.7003
11004,"Excellent design, works smoothly.",0.5719
11006,"Very useful app, helped me a lot.",0.4927
11012,Did not meet my expectations.,0.0
11014,"Excellent design, works smoothly.",0.5719
11024,"Not satisfied with performance, too many bugs.",-0.3252
11025,"Affordable and reliable, worth it.",0.2263
11030,Needs improvement.,0.4588
11033,Buggy and slow.,0.0
11034,Too many ads.,0.0
11038,Very user-friendly.,0.0
11043,Not worth the price.,-0.1695
11044,Great app!,0.6588
11045,Love the features!,0.6696
11051,Could be better.,0.4404
11054,Highly recommend.,0.4201
11056,Excellent customer support.,0.7506
11060,Needs improvement.,0.4588
11063,Buggy and slow.,0.0
11064,Too many ads.,0.0
11068,Very user-friendly.,0.0
11073,Not worth the price.,-0.1695
11074,Great app!,0.6588
11075,Love the features!,0.6696
11081,Could be better.,0.4404
11084,Highly recommend.,0.4201
11086,Excellent customer support.,0.7506
11090,Needs improvement.,0.4588
11093,Buggy and slow.,0.0
11094,Too many ads.,0.0
11098,Very user-friendly.,0.0
11103,Not worth the price.,-0.1695
11104,Great app!,0.6588
11105,Love the features!,0.6696
11111,Could be better.,0.4404
11114,Highly recommend.,0.4201
11116,Excellent customer support.,0.7506
11120,Needs improvement.,0.4588
